weight,B2,BNPL1,EF1,EF3_f,EF7,B0_a,B0_b,B0_c,ppagecat,ppgender,ppinc7,educ_4cat,BNPL1_bin,B0_a_r,B0_b_r,B0_c_r,B2_r,EF1_r,EF3_f_r,EF7_r,VULN_PCA1
1.5686,Living comfortably,No,No,No,Under $100,Not at all,Somewhat,Not at all,18-24,Female,"$150,000 or more",Some college/technical or associates degree,0,4,2,0,0,1,0,4,-0.2387188432278745
1.1908,Just getting by,No,No,No,$100 to $499,Completely,Completely,Completely,35-44,Male,"$150,000 or more",Bachelor's degree or more,0,0,4,4,2,1,0,3,1.7262363885641117
0.5115,Doing okay,No,No,No,"$2,000 or more",Very little,Very little,Somewhat,18-24,Female,"$50,000 to $74,999",Some college/technical or associates degree,0,3,1,2,1,1,0,0,-0.1942741034386872
1.0543,Living comfortably,No,Yes,No,"$2,000 or more",Not at all,Not at all,Not at all,75+,Female,"$150,000 or more",Bachelor's degree or more,0,4,0,0,0,0,0,0,-1.4423173690457922
1.2608,Living comfortably,Yes,Yes,No,Under $100,Somewhat,Somewhat,Somewhat,18-24,Male,"$10,000 to $24,999",High school degree or GED,1,2,2,2,0,0,0,4,0.04533930129533356
0.9568,Doing okay,No,No,No,"$1,000 to $1,999",Somewhat,Somewhat,Very well,25-34,Male,"$150,000 or more",Bachelor's degree or more,0,2,2,3,1,1,0,1,0.4204644090338145
1.0092,Doing okay,No,No,No,Under $100,Somewhat,Somewhat,Somewhat,25-34,Male,"$25,000 to $49,999",Some college/technical or associates degree,0,2,2,2,1,1,0,4,0.6496994278301439
0.847,Doing okay,No,Yes,No,"$1,000 to $1,999",Not at all,Not at all,Very well,45-54,Female,"$75,000 to $99,999",Some college/technical or associates degree,0,4,0,3,1,0,0,1,-0.604794794571022
0.6936,Just getting by,No,Yes,No,"$2,000 or more",Somewhat,Somewhat,Very well,65-74,Male,"$150,000 or more",Bachelor's degree or more,0,2,2,3,2,0,0,0,0.1556732675672377
1.5456,Living comfortably,No,Yes,No,"$2,000 or more",Very little,Very little,Somewhat,35-44,Female,"$150,000 or more",Bachelor's degree or more,0,3,1,2,0,0,0,0,-0.7986342299734975
0.6324,Doing okay,No,No,No,Under $100,Very little,Very little,Very little,65-74,Male,"$150,000 or more",Bachelor's degree or more,0,3,1,1,1,1,0,4,0.16405073805570325
1.5989,Just getting by,Yes,No,Yes,Under $100,Somewhat,Somewhat,Somewhat,35-44,Female,"$10,000 to $24,999",Some college/technical or associates degree,1,2,2,2,2,1,1,4,1.2576885543389176
0.7045,Doing okay,No,Yes,No,"$2,000 or more",Somewhat,Very well,Very well,25-34,Male,"$100,000 to $149,999",Bachelor's degree or more,0,2,3,3,1,0,0,0,0.07994811987109539
0.8499,Living comfortably,No,Yes,No,"$2,000 or more",Not at all,Not at all,Not at all,35-44,Male,"$150,000 or more",Bachelor's degree or more,0,4,0,0,0,0,0,0,-1.4423173690457922
1.0294,Living comfortably,No,Yes,No,"$2,000 or more",Very little,Not at all,Somewhat,25-34,Male,"$150,000 or more",Bachelor's degree or more,0,3,0,2,0,0,0,0,-0.9572384861605026
1.0685,Doing okay,No,Yes,No,"$2,000 or more",Very little,Very little,Somewhat,35-44,Female,"$100,000 to $149,999",Bachelor's degree or more,0,3,1,2,1,0,0,0,-0.5643048260903503
3.0558,Living comfortably,No,No,No,"$1,000 to $1,999",Very little,Very little,Very little,18-24,Male,"$100,000 to $149,999",Some college/technical or associates degree,0,3,1,1,0,1,0,1,-0.45754813392162735
1.1448,Finding it difficult to get by,No,No,No,$500 to $999,Very little,Completely,Completely,55-64,Male,"$50,000 to $74,999",High school degree or GED,0,3,4,4,3,1,0,2,1.3244460168804522
0.9008,Just getting by,No,No,No,Under $100,Very little,Somewhat,Very little,35-44,Female,"$10,000 to $24,999",Some college/technical or associates degree,0,3,2,1,2,1,0,4,0.5569843981258557
1.0021,Just getting by,No,Yes,No,"$2,000 or more",Very well,Very well,Completely,35-44,Female,"$75,000 to $99,999",Bachelor's degree or more,0,1,3,4,2,0,0,0,0.6413219573416784
0.9236,Finding it difficult to get by,Yes,Yes,No,$100 to $499,Somewhat,Completely,Completely,45-54,Male,"$100,000 to $149,999",Some college/technical or associates degree,1,2,4,4,3,0,0,3,1.2525151012164322
0.6762,Living comfortably,No,Yes,No,"$2,000 or more",Not at all,Not at all,Not at all,65-74,Male,"$150,000 or more",Bachelor's degree or more,0,4,0,0,0,0,0,0,-1.4423173690457922
1.1371,Living comfortably,No,Yes,No,"$2,000 or more",Not at all,Not at all,Somewhat,45-54,Female,"$150,000 or more",Bachelor's degree or more,0,4,0,2,0,0,0,0,-1.1262484704500844
1.6593,Just getting by,No,No,No,Under $100,Somewhat,Somewhat,Somewhat,18-24,Female,"$50,000 to $74,999",Some college/technical or associates degree,0,2,2,2,2,1,0,4,0.8840288317132913
1.0211,Living comfortably,No,Yes,No,"$2,000 or more",Not at all,Not at all,Not at all,25-34,Female,"$50,000 to $74,999",Bachelor's degree or more,0,4,0,0,0,0,0,0,-1.4423173690457922
1.1693,Doing okay,Yes,Yes,No,"$2,000 or more",Not at all,Not at all,Very little,45-54,Male,"$150,000 or more",Some college/technical or associates degree,1,4,0,1,1,0,0,0,-1.0499535158647908
1.4578,Doing okay,No,Yes,No,"$2,000 or more",Very little,Very little,Completely,35-44,Female,"$150,000 or more",Some college/technical or associates degree,0,3,1,4,1,0,0,0,-0.24823592749464257
1.0989,Just getting by,No,No,No,"$2,000 or more",Completely,Very well,Completely,25-34,Female,"$100,000 to $149,999",Bachelor's degree or more,0,0,3,4,2,1,0,0,1.180362664282923
1.0826,Doing okay,No,No,No,$500 to $999,Very well,Very little,Very well,35-44,Male,"$100,000 to $149,999",Bachelor's degree or more,0,1,1,3,1,1,0,2,0.5599599598344523
1.5862,Living comfortably,No,Yes,No,"$2,000 or more",Very little,Very little,Very well,65-74,Female,"$100,000 to $149,999",Some college/technical or associates degree,0,3,1,3,0,0,0,0,-0.6405997806756438
1.4989,Living comfortably,No,Yes,No,"$2,000 or more",Not at all,Not at all,Not at all,35-44,Female,"$150,000 or more",Bachelor's degree or more,0,4,0,0,0,0,0,0,-1.4423173690457922
0.7967,Living comfortably,No,Yes,No,"$2,000 or more",Not at all,Not at all,Not at all,65-74,Male,"$50,000 to $74,999",Some college/technical or associates degree,0,4,0,0,0,0,0,0,-1.4423173690457922
0.9639,Doing okay,No,No,No,"$1,000 to $1,999",Very well,Somewhat,Very well,18-24,Female,"$75,000 to $99,999",Bachelor's degree or more,0,1,2,3,1,1,0,1,0.5894743933233965
0.4153,Just getting by,No,No,No,"$2,000 or more",Very little,Very well,Very well,45-54,Male,"$75,000 to $99,999",Bachelor's degree or more,0,3,3,3,2,1,0,0,0.5152982621163241
0.2718,Living comfortably,No,Yes,No,"$2,000 or more",Very little,Very little,Somewhat,65-74,Female,"$100,000 to $149,999",Bachelor's degree or more,0,3,1,2,0,0,0,0,-0.7986342299734975
0.6807,Doing okay,No,No,No,$500 to $999,Somewhat,Somewhat,Completely,65-74,Female,"$50,000 to $74,999",Some college/technical or associates degree,0,2,2,4,1,1,0,2,0.7075886810297295
1.2947,Doing okay,Yes,No,No,"$1,000 to $1,999",Very little,Somewhat,Very little,35-44,Male,"$100,000 to $149,999",Some college/technical or associates degree,1,3,2,1,1,1,0,1,-0.06461447385147497
0.4124,Living comfortably,No,Yes,No,"$2,000 or more",Not at all,Not at all,Very little,55-64,Male,"$10,000 to $24,999",Bachelor's degree or more,0,4,0,1,0,0,0,0,-1.2842829197479382
0.7856,Living comfortably,Yes,Yes,No,"$2,000 or more",Somewhat,Somewhat,Very little,55-64,Male,"$150,000 or more",Bachelor's degree or more,1,2,2,1,0,0,0,0,-0.6290544387947647
1.3678,Doing okay,No,No,No,$500 to $999,Very little,Somewhat,Not at all,25-34,Female,"$150,000 or more",Some college/technical or associates degree,0,3,2,0,1,1,0,2,-0.09355910045126774
0.5094,Doing okay,Yes,Yes,No,"$2,000 or more",Not at all,Not at all,Not at all,55-64,Male,"$75,000 to $99,999",Bachelor's degree or more,1,4,0,0,1,0,0,0,-1.2079879651626448
1.1235,Living comfortably,No,No,No,$100 to $499,Somewhat,Very little,Somewhat,55-64,Male,"$75,000 to $99,999",High school degree or GED,0,2,1,2,0,1,0,3,0.12767594506193045
0.761,Finding it difficult to get by,Yes,No,No,Under $100,Very well,Very well,Completely,55-64,Female,"$100,000 to $149,999",Bachelor's degree or more,1,1,3,4,3,1,0,4,1.762041374668733
1.1808,Doing okay,No,No,No,"$2,000 or more",Somewhat,Very little,Not at all,18-24,Female,"$50,000 to $74,999",Some college/technical or associates degree,0,2,1,0,1,1,0,0,-0.34133301774481317
1.0941,Doing okay,No,No,No,Under $100,Very little,Somewhat,Somewhat,35-44,Male,"Less than $10,000",High school degree or GED,0,3,2,2,1,1,0,4,0.48068944354056214
1.5224,Living comfortably,No,Yes,No,"$2,000 or more",Not at all,Completely,Very little,25-34,Female,"$150,000 or more",Bachelor's degree or more,0,4,4,1,0,0,0,0,-0.6498658949999182
0.5032,Finding it difficult to get by,No,No,No,$100 to $499,Very well,Completely,Completely,45-54,Female,"$25,000 to $49,999",High school degree or GED,0,1,4,4,3,1,0,3,1.7915558081576772
0.2411,Finding it difficult to get by,No,Yes,No,Under $100,Completely,Completely,Completely,65-74,Female,"$10,000 to $24,999",Some college/technical or associates degree,0,0,4,4,3,0,0,4,1.7196248924936568
0.709,Living comfortably,No,Yes,No,"$2,000 or more",Very little,Very little,Very well,35-44,Male,"$100,000 to $149,999",Bachelor's degree or more,0,3,1,3,0,0,0,0,-0.6405997806756438
0.7663,Living comfortably,No,Yes,No,"$2,000 or more",Not at all,Not at all,Very little,65-74,Female,"$50,000 to $74,999",Some college/technical or associates degree,0,4,0,1,0,0,0,0,-1.2842829197479382
2.1805,Living comfortably,No,Yes,No,"$2,000 or more",Very little,Very little,Somewhat,35-44,Female,"$150,000 or more",Bachelor's degree or more,0,3,1,2,0,0,0,0,-0.7986342299734975
1.0108,Doing okay,No,No,No,"$2,000 or more",Not at all,Somewhat,Somewhat,75+,Male,"$50,000 to $74,999",High school degree or GED,0,4,2,2,1,1,0,0,-0.20467983154126398
0.6778,Doing okay,No,Yes,No,"$2,000 or more",Not at all,Not at all,Not at all,55-64,Male,"$25,000 to $49,999",Some college/technical or associates degree,0,4,0,0,1,0,0,0,-1.2079879651626448
1.3232,Living comfortably,No,Yes,No,"$2,000 or more",Not at all,Not at all,Very little,35-44,Female,"$150,000 or more",Bachelor's degree or more,0,4,0,1,0,0,0,0,-1.2842829197479382
0.6936,Living comfortably,No,Yes,No,"$2,000 or more",Not at all,Not at all,Not at all,75+,Male,"$150,000 or more",Bachelor's degree or more,0,4,0,0,0,0,0,0,-1.4423173690457922
0.2989,Living comfortably,No,Yes,No,"$2,000 or more",Not at all,Not at all,Not at all,55-64,Female,"$150,000 or more",Bachelor's degree or more,0,4,0,0,0,0,0,0,-1.4423173690457922
0.5866,Living comfortably,No,No,No,"$2,000 or more",Completely,Not at all,Very little,55-64,Male,"$25,000 to $49,999",Some college/technical or associates degree,0,0,0,1,0,1,0,0,-0.23821225993794803
0.6324,Living comfortably,No,Yes,No,"$2,000 or more",Very little,Not at all,Very little,75+,Male,"$150,000 or more",Bachelor's degree or more,0,3,0,1,0,0,0,0,-1.1152729354583564
0.5635,Living comfortably,No,Yes,No,"$2,000 or more",Not at all,Very little,Not at all,55-64,Male,"$100,000 to $149,999",Bachelor's degree or more,0,4,1,0,0,0,0,0,-1.283713112858787
0.6173,Doing okay,No,Yes,No,"$2,000 or more",Very little,Somewhat,Somewhat,65-74,Female,"$25,000 to $49,999",Some college/technical or associates degree,0,3,2,2,1,0,0,0,-0.4057005699033453
1.4219,Doing okay,No,No,No,$100 to $499,Somewhat,Somewhat,Very well,55-64,Female,"$25,000 to $49,999",High school degree or GED,0,2,2,3,1,1,0,3,0.6786440544299367
0.6987,Finding it difficult to get by,Yes,No,No,Under $100,Completely,Completely,Completely,65-74,Female,"$50,000 to $74,999",Some college/technical or associates degree,1,0,4,4,3,1,0,4,2.08965561514532
1.0007,Just getting by,No,No,No,Under $100,Completely,Completely,Completely,55-64,Female,"$10,000 to $24,999",Less than a high school degree,0,0,4,4,2,1,0,4,1.8553262112621725
0.82,Living comfortably,No,Yes,No,"$2,000 or more",Not at all,Not at all,Very little,55-64,Male,"$100,000 to $149,999",Bachelor's degree or more,0,4,0,1,0,0,0,0,-1.2842829197479382
1.0279,Living comfortably,No,Yes,No,"$1,000 to $1,999",Somewhat,Very little,Very little,65-74,Female,"$150,000 or more",Bachelor's degree or more,0,2,1,1,0,0,0,1,-0.6585688722837084
0.9818,Just getting by,No,Yes,No,"$2,000 or more",Very well,Completely,Completely,45-54,Female,"$100,000 to $149,999",Bachelor's degree or more,0,1,4,4,2,0,0,0,0.7999262135286834
0.8189,Just getting by,No,No,No,"$2,000 or more",Very little,Completely,Completely,55-64,Male,"$25,000 to $49,999",High school degree or GED,0,3,4,4,2,1,0,0,0.831936967601183
0.9358,Doing okay,No,Yes,No,"$2,000 or more",Very little,Very little,Very little,25-34,Male,"$100,000 to $149,999",Bachelor's degree or more,0,3,1,1,1,0,0,0,-0.722339275388204
0.6662,Finding it difficult to get by,Yes,No,No,Under $100,Completely,Completely,Completely,25-34,Male,"$10,000 to $24,999",Some college/technical or associates degree,1,0,4,4,3,1,0,4,2.08965561514532
1.3232,Living comfortably,No,Yes,No,"$2,000 or more",Not at all,Very little,Very little,25-34,Female,"$150,000 or more",Bachelor's degree or more,0,4,1,1,0,0,0,0,-1.1256786635609333
1.1986,Doing okay,No,Yes,No,"$2,000 or more",Somewhat,Very little,Very little,18-24,Female,"$100,000 to $149,999",Bachelor's degree or more,0,2,1,1,1,0,0,0,-0.5533292910986224
1.3523,Doing okay,No,Yes,No,"$2,000 or more",Very little,Somewhat,Somewhat,25-34,Female,"$150,000 or more",Bachelor's degree or more,0,3,2,2,1,0,0,0,-0.4057005699033453
1.1932,Just getting by,No,No,No,Under $100,Very well,Very well,Completely,45-54,Male,"$25,000 to $49,999",Less than a high school degree,0,1,3,4,2,1,0,4,1.5277119707855857
0.6344,Doing okay,No,Yes,No,"$1,000 to $1,999",Very little,Somewhat,Somewhat,45-54,Male,"$100,000 to $149,999",Some college/technical or associates degree,0,3,2,2,1,0,0,1,-0.27661074720528417
0.7258,Doing okay,No,Yes,No,"$2,000 or more",Not at all,Not at all,Very little,55-64,Male,"$100,000 to $149,999",Some college/technical or associates degree,0,4,0,1,1,0,0,0,-1.0499535158647908
0.5107,Living comfortably,No,Yes,No,"$2,000 or more",Not at all,Completely,Somewhat,65-74,Male,"$100,000 to $149,999",Bachelor's degree or more,0,4,4,2,0,0,0,0,-0.49183144570206433
0.2989,Living comfortably,No,Yes,No,"$2,000 or more",Not at all,Not at all,Not at all,55-64,Female,"$150,000 or more",Bachelor's degree or more,0,4,0,0,0,0,0,0,-1.4423173690457922
1.1501,Doing okay,No,No,No,"$2,000 or more",Somewhat,Somewhat,Very well,35-44,Male,"$100,000 to $149,999",Some college/technical or associates degree,0,2,2,3,1,1,0,0,0.2913745863357534
0.9358,Living comfortably,No,Yes,No,"$2,000 or more",Very little,Very little,Very little,25-34,Male,"$100,000 to $149,999",Bachelor's degree or more,0,3,1,1,0,0,0,0,-0.9566686792713515
0.6934,Doing okay,No,No,No,$500 to $999,Somewhat,Somewhat,Somewhat,65-74,Male,"$50,000 to $74,999",Some college/technical or associates degree,0,2,2,2,1,1,0,2,0.3915197824340217
0.8578,Just getting by,No,Yes,No,"$1,000 to $1,999",Completely,Completely,Completely,35-44,Male,"$10,000 to $24,999",Some college/technical or associates degree,0,0,4,4,2,0,0,1,1.0980260205163264
2.4883,Finding it difficult to get by,No,No,No,Under $100,Somewhat,Somewhat,Somewhat,25-34,Male,"$50,000 to $74,999",High school degree or GED,0,2,2,2,3,1,0,4,1.1183582355964385
1.3251,Doing okay,Yes,Yes,No,"$2,000 or more",Somewhat,Somewhat,Very little,18-24,Male,"Less than $10,000",Some college/technical or associates degree,1,2,2,1,1,0,0,0,-0.3947250349116173
1.1276,Doing okay,Yes,Yes,No,"$1,000 to $1,999",Somewhat,Very well,Completely,35-44,Male,"$75,000 to $99,999",Some college/technical or associates degree,1,2,3,4,1,0,0,1,0.36707239186701035
0.9,Doing okay,No,No,No,Under $100,Very little,Very little,Very well,25-34,Female,"Less than $10,000",Less than a high school degree,0,3,1,3,1,1,0,4,0.48011963665141094
0.6603,Doing okay,No,Yes,No,"$2,000 or more",Not at all,Very little,Somewhat,25-34,Male,"$75,000 to $99,999",Bachelor's degree or more,0,4,1,2,1,0,0,0,-0.733314810379932
0.6767,Living comfortably,No,Yes,No,"$2,000 or more",Not at all,Very well,Not at all,65-74,Male,"$75,000 to $99,999",Some college/technical or associates degree,0,4,3,0,0,0,0,0,-0.9665046004847769
0.6058,Doing okay,No,No,No,$100 to $499,Somewhat,Somewhat,Very well,35-44,Male,"$75,000 to $99,999",Bachelor's degree or more,0,2,2,3,1,1,0,3,0.6786440544299367
0.6762,Living comfortably,No,Yes,No,"$2,000 or more",Not at all,Not at all,Not at all,75+,Male,"$150,000 or more",Bachelor's degree or more,0,4,0,0,0,0,0,0,-1.4423173690457922
1.4522,Doing okay,Yes,No,No,"$2,000 or more",Somewhat,Somewhat,Very well,25-34,Female,"$150,000 or more",Bachelor's degree or more,1,2,2,3,1,1,0,0,0.2913745863357534
0.9358,Living comfortably,No,Yes,No,"$2,000 or more",Not at all,Not at all,Somewhat,18-24,Male,"$100,000 to $149,999",Bachelor's degree or more,0,4,0,2,0,0,0,0,-1.1262484704500844
0.8142,Living comfortably,No,Yes,No,"$2,000 or more",Not at all,Not at all,Not at all,65-74,Male,"$25,000 to $49,999",Some college/technical or associates degree,0,4,0,0,0,0,0,0,-1.4423173690457922
0.4877,Finding it difficult to get by,No,No,No,$500 to $999,Somewhat,Completely,Very well,75+,Male,"$50,000 to $74,999",Bachelor's degree or more,0,2,4,3,3,1,0,2,1.3354215518721801
0.6807,Living comfortably,Yes,No,No,"$2,000 or more",Very little,Not at all,Not at all,55-64,Female,"$50,000 to $74,999",Some college/technical or associates degree,1,3,0,0,0,1,0,0,-0.903276662104547
1.5162,Doing okay,No,No,No,"$2,000 or more",Very little,Very little,Very little,65-74,Male,"$150,000 or more",Some college/technical or associates degree,0,3,1,1,1,1,0,0,-0.3523085527365411
1.0863,Living comfortably,No,Yes,No,"$2,000 or more",Not at all,Not at all,Very little,55-64,Female,"$150,000 or more",Some college/technical or associates degree,0,4,0,1,0,0,0,0,-1.2842829197479382
1.5173,Just getting by,No,No,No,$100 to $499,Very well,Very well,Completely,35-44,Male,"$50,000 to $74,999",Less than a high school degree,0,1,3,4,2,1,0,3,1.3986221480875247
0.6559,Finding it difficult to get by,No,No,No,Under $100,Completely,Completely,Completely,35-44,Male,"$50,000 to $74,999",Less than a high school degree,0,0,4,4,3,1,0,4,2.08965561514532
1.4222,Doing okay,No,No,No,$500 to $999,Very little,Somewhat,Very little,35-44,Female,"$100,000 to $149,999",Some college/technical or associates degree,0,3,2,1,1,1,0,2,0.06447534884658611
1.2157,Living comfortably,No,Yes,No,"$2,000 or more",Very little,Very little,Very little,55-64,Female,"$150,000 or more",Bachelor's degree or more,0,3,1,1,0,0,0,0,-0.9566686792713515
0.6161,Living comfortably,No,Yes,No,"$2,000 or more",Not at all,Not at all,Not at all,65-74,Male,"$150,000 or more",Bachelor's degree or more,0,4,0,0,0,0,0,0,-1.4423173690457922
1.0279,Living comfortably,No,Yes,No,"$2,000 or more",Not at all,Not at all,Not at all,55-64,Female,"$150,000 or more",Bachelor's degree or more,0,4,0,0,0,0,0,0,-1.4423173690457922
0.6978,Living comfortably,No,Yes,No,"$2,000 or more",Not at all,Not at all,Very little,45-54,Male,"$150,000 or more",Bachelor's degree or more,0,4,0,1,0,0,0,0,-1.2842829197479382
0.7875,Doing okay,No,No,No,$100 to $499,Somewhat,Very well,Very well,35-44,Female,"$75,000 to $99,999",Some college/technical or associates degree,0,2,3,3,1,1,0,3,0.8372483106169417
